Date,Latitude,Longitude,Oceans,Regions,Concentration,is_hotspot,year,month,day,day_of_year,week_of_year,quarter,season,month_sin,month_cos,day_sin,day_cos,days_since_start,years_since_start,lat_rad,lon_rad,x,y,z,lat_bin,lon_bin,spatial_grid,distance_from_equator,distance_from_prime_meridian,northern_hemisphere,eastern_hemisphere,coastal_proxy,Oceans_encoded,Oceans_Pacific,Oceans_Atlantic,Oceans_Indian,Oceans_Arctic,Regions_encoded,Regions_South,Regions_Polar,Regions_North,Regions_Equatorial,is_pacific,is_atlantic,is_indian,is_arctic,is_southern,ocean_basin,water_body_type,distance_to_pacific_gyre,distance_to_atlantic_gyre,distance_to_great_barrier_reef,distance_to_mediterranean_center,distance_to_north_pole,distance_to_equator_center,nearest_neighbor_distance,distance_to_centroid,lat_month_interaction,lon_season_interaction,gyre_distance_season,lat_lon_product,coord_magnitude,spatial_Latitude_count,spatial_Latitude_mean,spatial_Latitude_std,spatial_Longitude_mean,spatial_Longitude_std,spatial_year_min,spatial_year_max,spatial_year_nunique,monthly_Latitude_count,monthly_Latitude_mean,monthly_Longitude_mean
2020-01-01,-15.055185738316501,71.33821704710824,Pacific,Polar,1.9337928197088665,0,2020,1,1,1,1,1,winter,0.49999999999999994,0.8660254037844387,0.017213356155834685,0.9998518392091162,0,0.0,-0.26276256063291636,1.2450867699743857,1968.6269883537768,5828.857382114941,-1654.8626528172358,7,13,153,15.055185738316501,71.33821704710824,0,1,8159.897267713392,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,Indian_Basin,Tropical,16184.409731981,12868.945844629587,8014.804928612677,8197.096042738505,11681.603671802599,8006.161190830262,297.18815006335956,8696.950695265135,-15.055185738316501,71.33821704710824,16184.409731981,-1074.0101078845512,72.90953181220912,1,-15.055185738316501,0.0,71.33821704710824,0.0,2020,2020,1,62,-2.5034304809439614,1.246616923467736
2020-01-02,54.08571676918994,12.994691883883341,Atlantic,South,9.328212677296204,0,2020,1,2,2,1,1,winter,0.49999999999999994,0.8660254037844387,0.03442161162274574,0.9994074007397048,1,0.0027378507871321013,0.9439738359234745,0.22680015865594896,3641.361835495199,840.3192962577347,5159.843840983556,19,10,390,54.08571676918994,12.994691883883341,1,1,911.9238984272141,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,Atlantic_Basin,Temperate,9775.36912455604,4971.311903682651,14414.256889560336,2016.9956505087857,3993.48608934183,6131.447618779425,63.14518246271678,6293.380974427637,54.08571676918994,12.994691883883341,9775.36912455604,702.8272247346057,55.62487551081888,4,55.25457101644015,1.0908651970405039,12.348749835722273,3.589579188656563,2020,2020,1,62,-2.5034304809439614,1.246616923467736
2020-01-03,27.839273017368612,-68.57005813692201,Indian,South,8.112114971436728,0,2020,1,3,3,1,1,winter,0.49999999999999994,0.8660254037844387,0.051619667223253764,0.998666816288476,2,0.0054757015742642025,0.4858869755146988,-1.1967732827732178,2058.320630165063,-5244.146604637076,2975.211517272398,14,6,286,27.839273017368612,68.57005813692201,1,0,1513.7480271121472,2,0,0,1,0,1,1,0,0,0,0,0,1,0,0,Atlantic_Basin,Temperate,6682.477609500092,2783.8961859470687,16226.835109749194,7698.10327938047,6911.95747700614,7911.620958571986,746.3901491263276,7296.95238502389,27.839273017368612,-68.57005813692201,6682.477609500092,-1908.94056929061,74.00593216112107,2,26.650389789536458,1.6813347848781341,-61.48874109072185,10.014494606200055,2020,2020,1,62,-2.5034304809439614,1.246616923467736
2020-01-04,11.839018103644392,112.96620709450153,Indian,Polar,13.236522527593486,0,2020,1,4,4,1,1,winter,0.49999999999999994,0.8660254037844387,0.06880242680231986,0.9976303053065857,3,0.008213552361396304,0.20662984611180993,1.9716322572888287,-2433.008627964092,5741.221403602022,1307.090972761388,12,16,256,11.839018103644392,112.96620709450153,1,1,3774.5625322560263,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,Indian_Basin,Tropical,10755.803467791071,14535.809438160608,4995.867685702283,9938.380186526007,8691.104648431945,12503.945180778748,123.61942139493593,13211.928643051988,11.839018103644392,112.96620709450153,10755.803467791071,1337.4089708918452,113.5848858562451,2,12.372200165908499,0.754033303667954,112.80528519066473,0.22757793888890807,2020,2020,1,62,-2.5034304809439614,1.246616923467736
2020-01-05,-41.27776314690762,66.50322211939654,Indian,North,8.499439704159668,0,2020,1,5,5,1,1,winter,0.49999999999999994,0.8660254037844387,0.08596479873744647,0.9962981749346078,4,0.010951403148528405,-0.7204328747719138,1.160700189168591,1908.937843172224,4390.931726423414,-4203.012715278563,3,13,73,41.27776314690762,66.50322211939654,0,1,7206.671938767861,2,0,0,1,0,2,0,0,1,0,0,0,1,0,0,Indian_Basin,Temperate,17605.19238138506,13452.351682633791,7919.7612227025065,10066.860056925121,14597.421243182149,8068.822561208654,116.61728602496032,8583.255297579215,-41.27776314690762,66.50322211939654,17605.19238138506,-2745.104251150638,78.27216799523313,2,-40.99039848840389,0.4063949974026828,65.92210106000553,0.8218292835713708,2020,2020,1,62,-2.5034304809439614,1.246616923467736
2020-01-06,-41.28065755965568,-121.45790183583914,Atlantic,North,2.9841276160785513,0,2020,1,6,6,2,1,winter,0.49999999999999994,0.8660254037844387,0.10310169744743485,0.9946708199115211,5,0.013689253935660506,-0.7204833918042791,-2.119840289599458,-2498.5783356736547,-4084.0418971533327,-4203.254582201568,3,3,63,41.28065755965568,121.45790183583914,0,0,7407.3322388765555,1,0,1,0,0,2,0,0,1,0,0,1,0,0,0,Atlantic_Basin,Temperate,8690.78694632076,11507.10493756138,8824.416145195337,16228.171276062407,14597.743087195347,12575.057516487073,411.65997516708205,12050.062242268488,-41.28065755965568,-121.45790183583914,8690.78694632076,5013.862053599551,128.28138838865868,3,-39.37140397415712,1.8363919599237468,-119.83988646309619,3.4237077120536923,2020,2020,1,62,-2.5034304809439614,1.246616923467736
2020-01-07,-53.029966539816066,147.9337864177833,Atlantic,South,24.465462564682845,1,2020,1,7,7,2,1,winter,0.49999999999999994,0.8660254037844387,0.1202080448993527,0.9927487224577402,6,0.01642710472279261,-0.9255475183422149,2.5819316479323864,-3246.949259571211,2034.1403105282482,-5090.111462714152,1,18,38,53.029966539816066,147.9337864177833,0,1,2142.8630887341433,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,Pacific_Basin,Temperate,11992.651465626832,17374.265450504718,3895.9975627086837,15926.17962748444,15904.206637368537,13414.577783168135,275.7425248768751,13642.496379648224,-53.029966539816066,147.9337864177833,11992.651465626832,-7844.923743843345,157.15146361111735,5,-51.326695837176146,1.1835137436310843,151.940761017121,5.815292726207169,2020,2021,2,62,-2.5034304809439614,1.246616923467736
2020-01-08,43.94113749299222,116.11340745234084,Indian,North,6.339695621245328,0,2020,1,8,8,2,1,winter,0.49999999999999994,0.8660254037844387,0.13727877211326478,0.9905324521322229,7,0.019164955509924708,0.766917526324241,2.0265612657530685,-2019.1664870349548,4119.191527315251,4420.957911915602,17,16,356,43.94113749299222,116.11340745234084,1,1,2202.764461467551,2,0,0,1,0,2,0,0,1,0,0,0,1,0,0,Indian_Basin,Temperate,8355.206021433993,11441.721749347986,7570.491840500405,8095.772807068801,5121.511837798547,12062.138455243612,335.59252960132767,12560.988334806761,43.94113749299222,116.11340745234084,8355.206021433993,5102.155201643136,124.14969574820297,3,45.95995712623317,1.753764342741069,113.7409008468516,3.1006680433932194,2020,2021,2,62,-2.5034304809439614,1.246616923467736
2020-01-09,12.133801409185057,161.92796878509265,Pacific,Polar,7.198127675347165,0,2020,1,9,9,2,1,winter,0.49999999999999994,0.8660254037844387,0.15430882066428117,0.9880226656636976,8,0.02190280629705681,0.211774785373407,2.826176206366469,-5921.390883597776,1932.2100719988225,1339.1546741550956,12,18,258,12.133801409185057,161.92796878509265,1,1,3441.713242793278,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,Pacific_Basin,Tropical,6342.23751296032,14774.376725583032,3729.7723214262187,13636.113990120133,8658.32624039631,17607.266260986835,169.01297599395326,18171.136276408437,12.133801409185057,161.92796878509265,6342.23751296032,1964.801815831031,162.38194546039742,1,12.133801409185057,0.0,161.92796878509265,0.0,2020,2020,1,62,-2.5034304809439614,1.246616923467736
2020-01-10,24.96870933552546,81.25902301980959,Atlantic,North,2.9866776739036944,0,2020,1,10,10,2,1,winter,0.49999999999999994,0.8660254037844387,0.1712931441814776,0.9852201067560606,9,0.024640657084188913,0.4357861878783649,1.4182374986495427,877.6982428324316,5708.476030628512,2689.347170275458,14,14,294,24.96870933552546,81.25902301980959,1,1,5651.998280961667,1,0,1,0,0,2,0,0,1,0,0,1,0,0,0,Indian_Basin,Temperate,12056.650779587051,11266.509827558244,8569.601772229322,6347.605684414217,7231.149595037224,9127.044854300279,222.30142130205243,9789.51263844002,24.96870933552546,81.25902301980959,12056.650779587051,2028.932926670398,85.00861878666129,2,24.60236730322493,0.5180858705467316,80.23608808819819,1.446648453710055,2020,2020,1,62,-2.5034304809439614,1.246616923467736
